Action	Adventure	Animation	Crime	Family	Fantasy	History	Horror	Musical	Mystery	Romance	Sci-Fi	Thriller	War	Western
0.020283553086093222	0.005752723742486814	0.002325393081816389	0.03381999668943995	0.0021714288315480344	0.007911596991220517	0.00323382805992201	0.0335496481090917	0.0034511457894474355	0.01994481894207973	0.007540375114815954	0.017106095345586395	0.03493277092312274	0.012640072306006186	0.0036734974010759424
0.011494515137018027	0.00950613208868756	0.012853944479320529	0.007518933561719567	0.015161399293008516	0.006278860880655208	0.00578143722362066	0.004572170117019683	0.01257619193729819	0.005046815589985612	0.008161059231649764	0.0068638682412556495	0.006508197036505253	0.005633510346417386	0.004944449961010316
0.0034898386212742225	0.0067288604103511165	0.005792213243416184	0.0033186096213947748	0.007630975426246867	0.004769288013694145	0.002178387839022796	0.001772782079348791	0.007268011537097524	0.003061594905473497	0.0027348182496036554	0.0016953044548137389	0.0021119087249932026	0.0023108818018267494	0.007855875011757123
0.015324909577933327	0.01687292481532239	0.024608086086101877	0.016205428085984835	0.04200254541116044	0.01706436149410558	0.004241916097566308	0.030629429067268184	0.03181560919639526	0.022120072782559893	0.031148945953682672	0.016937867772396177	0.026099733532654663	0.00645157463347777	0.0026515103507027023
0.01647947614671305	0.015327467252445227	0.0070520308167645	0.013510759685200545	0.012839388977085418	0.012533983651474958	0.00253746312475462	0.05535333467981008	0.0034683247348696886	0.034466528014303714	0.006799006701805387	0.03683349839138999	0.039693094157359284	0.009308701594252554	0.002216647829805198
0.005715552684928585	0.006833810441957057	0.008318119658755474	0.008680286047738196	0.014238280067801465	0.02343244214014019	0.004385765346693624	0.051108077526365106	0.007393326555981682	0.04093700943634534	0.009900652241844672	0.011175155993780557	0.02393093178817418	0.006024215767851096	0.004555879136679305
0.010772787662782555	0.009622714203603444	0.008920926291354296	0.0038522193802731993	0.005773871982011097	0.006783169937782563	0.0026968364929073297	0.018712981951588863	0.002600313810003991	0.007761696808237465	0.0038401614834002442	0.03509989444248554	0.00882296171726782	0.001344119673783485	0.0011779684300265126
0.0794868754698608	0.07245209076541828	0.041537486180785455	0.06296142734873905	0.03151711016807355	0.08367650336569432	0.09353025507192207	0.06277542566002707	0.026201460995435546	0.05517492227804889	0.05417783235437523	0.05591657405152721	0.05581291583913477	0.08198122618994189	0.10728586638592291
0.01753237613145603	0.044812531278684696	0.033393398317140555	0.0036039582836077354	0.03482601761453251	0.049307146707496155	0.11752702411208124	0.004961250855857112	0.032313603821036097	0.005115880660160113	0.023501209402216294	0.005033698309503638	0.0030662593791825096	0.030242085688335536	0.009411555539192642
0.01982973286726618	0.025658907078053426	0.01729397949318647	0.045805789930910494	0.026927156368165284	0.024734805871105478	0.033811567457277	0.03760256729500199	0.03292477396674139	0.04701818513042099	0.030498798943744732	0.02268721635040819	0.03875841464325792	0.04197686402997002	0.04582210886911584
0.01902636105783446	0.02176028459747552	0.026927850543285635	0.018353063009472276	0.03344048298687716	0.036480070943839586	0.027365172980443737	0.019732615709703222	0.14926733454559035	0.02198795285672751	0.09415108085390415	0.012573330195266802	0.01980102441069873	0.0171351102486448	0.016290247131520396
0.005870554820182669	0.011399076902278413	0.013793040940629242	0.000965843323706284	0.016125224384647283	0.02650626043622326	0.0009161739122501555	0.008699881230209804	0.003631551750370478	0.0035396267175082257	0.0030664950329831815	0.003442923308162639	0.002369342332140167	0.0006207222669894072	0.0009244665957825122
0.06620154376389102	0.04133558309885791	0.03177321577542602	0.07900866546761616	0.024382506237003908	0.03618971723339338	0.015192191981755235	0.056550516783085904	0.02990235911097628	0.04226550784500232	0.02496094209469589	0.05649594812162407	0.06356278572393928	0.03877790562933916	0.040230244480458706
0.01666133261141816	0.026367036063726614	0.006068357416476406	0.012420220596413786	0.018530012945095944	0.010132683458494569	0.042361211517185283	0.009397744152526989	0.02168728228307513	0.010061185398121668	0.05595341659064621	0.009708728351893695	0.00893691521574487	0.04343839686553233	0.3901482584170588
0.027711219726096633	0.02181236136738911	0.01175786918121063	0.005293311018061195	0.0060119537428075095	0.027590456977473952	0.03690891332559146	0.004607047511466631	0.015449668994354484	0.0067123510777579755	0.010755769633501049	0.0030522120199022998	0.0040224387926575764	0.014991883172132384	0.0024925778395627615
0.004371819428562908	0.006145339505096687	0.0031423988310191283	0.008457703003862694	0.009995487427899397	0.0038321940574461777	0.011398648705480427	0.005351517212012951	0.00865745246098849	0.006625708208203233	0.0045117532475351186	0.0034609065474049965	0.007972368032497654	0.010664592586725662	0.001493296284986504
0.03148175271991213	0.018750465481876703	0.01181036777803101	0.05234672739687567	0.015596696773636055	0.012216336107146107	0.017787076676323635	0.013557185280769194	0.026707081252465938	0.021236545779919614	0.029553602449900063	0.01296110654993675	0.030986057585942937	0.011108648753154874	0.03573465300170209
0.003501351618320917	0.002979787509304476	0.002351436881375219	0.0026817420446562583	0.0036530722395938255	0.005084701515557316	0.0013896968162615075	0.006478332638468807	0.004324574671020018	0.00343302061068977	0.0019752881322413303	0.0040478618441054425	0.004706410362402366	0.0022749005507333247	0.0026718290425164952
0.01958687508414825	0.011272945817527226	0.010426510643104792	0.01854148068308847	0.005867949708580583	0.007141994401399464	0.02905910654932532	0.0066024850521289105	0.00940494164277859	0.009527835951800807	0.007696377493142219	0.01736472550995566	0.017454288728276257	0.022136052384308637	0.006353572433769926
0.019333971058221502	0.019239673833484607	0.011682470301623237	0.01440819622751536	0.013466130518255601	0.008303381195878848	0.010661414164253728	0.008585505576733135	0.006982764993879379	0.01172787528806661	0.008375526181627858	0.02213836381886075	0.015050396143342875	0.04203268674565807	0.004212979894425009
0.04634404851494996	0.01517427955521009	0.01237527349160847	0.07933007770276683	0.00854322672481198	0.0084975255096021	0.01090062383102379	0.012806103261706054	0.00604581877856988	0.02523259143727471	0.014289951587541023	0.016172122902137636	0.041021310431183525	0.012982460081362012	0.007583344062538621
0.01754863700156293	0.007710421773102347	0.008467340215459465	0.06040342412181881	0.004725536605623962	0.011024212458792936	0.013959616426739176	0.02958728237294509	0.010823593218371869	0.0651661818107858	0.013520869113136031	0.01433058995862428	0.04267685949250209	0.0056727357846352855	0.0095773275448686
0.02538030663307251	0.029522799249182052	0.030871431675895535	0.02043115293397988	0.03045688846394534	0.03365725583424209	0.0108344462461603	0.038966863572483725	0.009862152470449229	0.026900811788453806	0.007656130300416924	0.032440924692140105	0.03205986706499437	0.012677789628775669	0.015291968530364755
0.014908736247088192	0.020495716133224297	0.020980090835956793	0.0012831486848408286	0.00687778755089011	0.006447281886158345	0.004622758657189578	0.0035828683865201257	0.005484300444782267	0.0035281056712116185	0.0024927802326622475	0.03546660297041749	0.004222978456321457	0.009943767696406838	0.0004262900501806981
0.02971353291965492	0.009596600599223768	0.005797478669668931	0.019262939464893124	0.009868060093534345	0.00699453841447708	0.005879693669681664	0.005563625070698388	0.06545433594631038	0.01643849553951127	0.07995773612432824	0.0039055200865249057	0.021745873857320575	0.003993953008371932	0.0020250362131495627
0.016572060925353713	0.03311089451503531	0.017938083026421275	0.03479502069198482	0.034499816788373	0.028782853564463848	0.04946646052679025	0.029660435170705404	0.07181904230786723	0.04738427217090642	0.03684895296122385	0.02530146017025282	0.024169521379616178	0.036110875288505255	0.032390096362384935
0.017376970788820643	0.02149998494129658	0.008681304507969773	0.006018882471168561	0.0066875139581712125	0.007622365091091339	0.09955359309411382	0.004963985006057377	0.004800198114703344	0.004233130633200756	0.013878072894005241	0.013189718730792993	0.005920519033178777	0.15793651217985788	0.04877543269132204
0.03715553896654043	0.021601796809520197	0.014411620642778664	0.017675333712742766	0.004604924019234977	0.0071299641339076705	0.007870316288137422	0.011530867330583698	0.0008858937762734116	0.009098078244822639	0.0028086180672698665	0.04470171615771372	0.0208666991800276	0.04872131604712726	0.001771185792357757
0.011656101890864048	0.013856622988670892	0.012027500793194056	0.007821611574062961	0.006687712605210703	0.03091672254850474	0.030519775878647574	0.02786753424921443	0.018719644300166125	0.018277182202278305	0.011555822390187388	0.009061616010947647	0.013509753632140556	0.010831553299950327	0.012461088615502217
0.003632564243811966	0.0035380978344559605	0.0018192201518970818	0.0036496293155486264	0.003248788667638412	0.0028688212682813252	0.005154679593445655	0.00225835968224429	0.005996497897205968	0.0023394355093274686	0.0038600648069188103	0.0020190635743465683	0.0027577746537604856	0.005886110717086016	0.012612922137120862
0.02304047202219638	0.01898256682824753	0.060448079228518296	0.016945036153361785	0.009554849336654386	0.018047372689490207	0.014927457759918859	0.01190250744345855	0.0037233456954768496	0.014360907016767349	0.015512496649729717	0.013319631492414668	0.006622225983977867	0.008349634889628912	0.0011932261466449353
0.05382968895972499	0.0425511860169842	0.03559377596757736	0.09677565935942165	0.06212474593001497	0.04728920051988418	0.021375316975487488	0.10045587826741541	0.061465574059467794	0.12483976124318216	0.10974324220103178	0.07208325458137001	0.1201027444322706	0.03884352312978333	0.028338853441574382
0.04698481435870657	0.045566376242217536	0.04874732166543615	0.04241069217792118	0.031233823150905962	0.045279502818515206	0.06525734999461452	0.03935353118367706	0.02724260896016148	0.048714480383188125	0.03617341700262091	0.06586692208218019	0.04286728785064695	0.052355609063979174	0.024563039155242133
0.03209194971253962	0.013695017267700683	0.011101492184215581	0.03730926433088537	0.011299574453090057	0.020807400499145205	0.01746987520617578	0.024438344137608765	0.010996112886760183	0.016688562316108862	0.04941302208508831	0.010850819518876542	0.022125848886431168	0.029429264769987314	0.00646675841698541
0.0092831392151141	0.03250093964170106	0.09580299369581491	0.0034002250878635695	0.10086144321389258	0.03316443865017192	0.0029411362843002613	0.0049424407315816245	0.033576862893514435	0.004393940832070402	0.006701121416858984	0.00515008514647365	0.0037445409040722634	0.0027168521113452113	0.002303363113838684
0.019142004452047934	0.02588735377234075	0.02731694460704226	0.004790299856771174	0.017509310517328264	0.017306032892273553	0.006683220561382247	0.015416448445489388	0.009463645598452098	0.01023461588696089	0.006667238151655785	0.0647759784495062	0.009463056618054872	0.006755500437494988	0.0011407841886650328
0.014943857190644208	0.03603230079174779	0.029076809159586905	0.006261447600292309	0.03950705619862073	0.024935526490444938	0.024008078952417987	0.017720343785331747	0.011666236244188796	0.011755066937132958	0.014380344667022335	0.01631392110684175	0.010679272285473902	0.023326815156767294	0.01982210617951398
0.04990399371037808	0.0672564273815828	0.10370079448417295	0.008665718327993942	0.039030547683135325	0.08186744186596533	0.03832740785046029	0.016817299263149725	0.0215735212157411	0.010416678007329172	0.014555604587157203	0.04150695873702848	0.01070132852589853	0.02774318163691456	0.009707134802756107
